Evaluations, Played
3,  2
4,  1
1,  105
2,  10
3,  3
4,  1
1,  105
2,  6
1,  105
2,  28
3,  6
1,  105
2,  14
3,  3
4,  1
1,  105
2,  14
3,  3
1,  105
2,  10
3,  1
1,  105
2,  10
3,  3
4,  1
1,  40
2,  9
3,  1
1,  40
2,  11
3,  3
4,  1
1,  40
2,  2
1,  40
2,  9
3,  1
1,  40
2,  11
3,  3
4,  1
1,  40
2,  9
3,  1
1,  40
2,  11
3,  3
4,  1
1,  40
2,  2
1,  40
2,  11
3,  3
4,  1
1,  40
2,  11
3,  3
4,  1
1,  84
2,  10
3,  2
4,  1
1,  84
2,  4
1,  84
2,  3
3,  2
4,  1
1,  84
2,  4
3,  2
1,  84
2,  8
3,  2
4,  1
1,  84
2,  8
3,  2
1,  84
2,  3
3,  2
4,  1
1,  84
2,  4
3,  1
1,  84
2,  10
3,  2
1,  84
2,  4
1,  230
2,  23
3,  2
1,  230
2,  39
3,  3
1,  230
2,  39
3,  10
4,  1
1,  230
2,  39
3,  2
1,  230
2,  23
3,  1
1,  230
2,  39
3,  10
4,  1
1,  230
2,  34
3,  7
4,  1
1,  230
2,  23
3,  1
1,  230
2,  39
3,  10
4,  1
1,  230
2,  23
3,  2
1,  230
2,  23
3,  1
1,  230
2,  41
3,  3
1,  230
2,  39
3,  10
4,  1
1,  230
2,  23
3,  1
1,  230
2,  17
3,  1
1,  230
2,  39
3,  2
1,  230
2,  34
3,  9
4,  1
1,  230
2,  34
3,  3
1,  230
2,  17
3,  1
1,  230
2,  41
3,  2
4,  1
1,  230
2,  39
3,  1
1,  230
2,  11
3,  2
4,  1
1,  230
2,  17
3,  2
1,  230
2,  12
3,  1
1,  230
2,  34
3,  7
4,  1
1,  230
2,  39
3,  3
1,  230
2,  39
3,  1
1,  230
2,  39
3,  1
1,  230
2,  17
3,  2
1,  230
2,  34
3,  3
4,  1
1,  230
2,  17
3,  1
1,  230
2,  34
3,  7
1,  230
2,  34
3,  3
4,  1
1,  230
2,  17
3,  1
1,  230
2,  39
3,  1
1,  230
2,  11
3,  2
4,  1
1,  230
2,  34
1,  230
2,  6
3,  2
1,  230
2,  34
3,  3
4,  1
1,  230
2,  17
3,  1
1,  40
2,  2
1,  40
2,  9
3,  1
1,  40
2,  2
3,  1
1,  40
2,  11
3,  1
1,  40
2,  11
3,  3
1,  40
2,  11
3,  3
4,  1
1,  40
2,  2
1,  40
2,  11
3,  1
1,  40
2,  11
3,  1
1,  40
2,  9
3,  1
1,  84
2,  8
3,  2
4,  1
1,  84
2,  8
3,  1
1,  84
2,  3
3,  2
4,  1
1,  84
2,  10
3,  2
4,  1
1,  84
2,  10
3,  2
4,  1
1,  84
2,  8
1,  84
2,  8
3,  1
1,  84
2,  10
3,  2
4,  1
1,  84
2,  8
3,  2
1,  84
2,  8
3,  1
1,  230
2,  41
3,  4
4,  1
1,  230
2,  23
3,  1
1,  230
2,  39
3,  3
1,  230
2,  34
3,  4
4,  1
1,  230
2,  41
3,  4
4,  1
1,  230
2,  41
3,  6
4,  1
1,  230
2,  39
3,  3
1,  230
2,  34
3,  3
1,  230
2,  34
3,  1
1,  230
2,  39
3,  3
4,  2
1,  230
2,  34
3,  3
1,  230
2,  17
3,  1
1,  230
2,  19
3,  2
1,  230
2,  34
3,  3
1,  230
2,  34
1,  230
2,  17
3,  1
1,  230
2,  17
3,  1
1,  230
2,  6
3,  3
4,  1
1,  230
2,  39
3,  3
1,  230
2,  34
3,  3
1,  230
2,  34
3,  8
4,  1
1,  230
2,  34
3,  2
4,  1
1,  230
2,  23
3,  1
1,  230
2,  41
3,  3
4,  1
1,  230
2,  39
3,  3
1,  230
2,  34
3,  2
4,  1
1,  230
2,  39
3,  10
4,  1
1,  230
2,  34
3,  3
4,  1
1,  230
2,  41
3,  3
1,  230
2,  17
3,  4
4,  1
1,  230
2,  12
3,  1
1,  230
2,  34
3,  9
4,  2
1,  230
2,  34
3,  2
4,  1
1,  230
2,  17
3,  2
1,  230
2,  12
3,  1
1,  230
2,  34
3,  7
4,  2
5,  1
1,  230
2,  34
1,  230
2,  17
3,  1
1,  230
2,  39
3,  3
4,  1
1,  230
2,  19
3,  2
4,  1
1,  40
2,  11
3,  1
1,  40
2,  11
3,  3
4,  1
1,  40
2,  2
1,  40
2,  11
3,  3
4,  1
1,  40
2,  11
3,  3
4,  1
1,  40
2,  11
3,  1
1,  40
2,  9
3,  1
1,  40
2,  11
3,  1
1,  40
2,  11
3,  3
4,  1
1,  40
2,  2
3,  1
1,  84
2,  10
3,  2
1,  84
2,  8
3,  2
4,  1
1,  84
2,  3
3,  2
4,  1
1,  84
2,  3
1,  84
2,  3
1,  84
2,  10
3,  2
1,  84
2,  4
3,  1
1,  84
2,  4
3,  2
4,  1
1,  84
2,  8
3,  1
1,  84
2,  8
3,  2
1,  230
2,  41
3,  6
4,  1
1,  230
2,  17
3,  3
1,  230
2,  39
3,  3
1,  230
2,  34
3,  7
4,  1
1,  230
2,  34
3,  3
4,  2
1,  230
2,  39
3,  3
1,  230
2,  17
3,  3
1,  230
2,  39
3,  10
4,  1
1,  230
2,  39
3,  2
1,  230
2,  39
3,  3
4,  1
1,  230
2,  17
3,  1
1,  230
2,  17
3,  2
4,  1
1,  230
2,  12
3,  1
1,  230
2,  17
3,  1
1,  230
2,  39
3,  3
1,  230
2,  34
1,  230
2,  12
3,  1
1,  230
2,  17
3,  1
1,  230
2,  19
3,  2
1,  230
2,  39
3,  1
1,  230
2,  39
3,  1
1,  230
2,  19
3,  2
1,  230
2,  39
3,  5
4,  1
1,  230
2,  17
3,  2
1,  230
2,  39
3,  1
1,  230
2,  39
3,  3
1,  230
2,  17
3,  1
1,  230
2,  17
3,  2
1,  230
2,  39
3,  5
1,  230
2,  34
3,  6
4,  2
1,  230
2,  23
3,  1
1,  230
2,  34
3,  4
4,  1
1,  230
2,  34
3,  3
4,  1
1,  230
2,  17
3,  4
4,  1
1,  230
2,  23
3,  1
1,  230
2,  17
3,  4
4,  1
1,  230
2,  41
3,  2
1,  230
2,  34
3,  2
4,  1
1,  230
2,  41
3,  3
1,  230
2,  23
3,  1
1,  105
2,  17
3,  3
1,  105
2,  28
3,  3
4,  1
1,  105
2,  17
3,  3
4,  1
1,  105
2,  17
3,  3
1,  105
2,  28
3,  3
4,  1
1,  105
2,  17
3,  2
4,  1
1,  105
2,  28
3,  2
1,  105
2,  14
3,  2
4,  1
1,  105
2,  28
3,  3
4,  1
1,  105
2,  14
3,  2
1,  84
2,  10
3,  3
4,  1
1,  84
2,  16
3,  2
4,  1
1,  84
2,  16
3,  1
1,  84
2,  18
3,  2
4,  1
1,  84
2,  10
3,  1
1,  84
2,  10
1,  84
2,  16
3,  1
1,  84
2,  18
3,  2
1,  84
2,  10
3,  1
1,  84
2,  18
3,  2
4,  1
1,  84
2,  10
3,  1
1,  84
2,  16
3,  3
1,  84
2,  16
3,  3
4,  1
1,  84
2,  18
3,  1
1,  84
2,  16
3,  3
4,  1
1,  84
2,  10
3,  2
4,  1
1,  84
2,  10
3,  1
1,  84
2,  10
3,  1
1,  84
2,  16
1,  84
2,  10
3,  1
1,  230
2,  39
3,  6
1,  230
2,  39
3,  6
4,  1
1,  230
2,  34
3,  1
1,  230
2,  39
3,  6
4,  1
1,  230
2,  19
3,  4
4,  1
1,  230
2,  6
3,  2
1,  230
2,  11
3,  1
1,  230
2,  39
3,  6
4,  1
1,  230
2,  12
3,  4
4,  1
1,  230
2,  6
3,  1
1,  230
2,  12
3,  4
4,  1
1,  230
2,  11
3,  1
1,  230
1,  230
2,  19
1,  230
2,  19
3,  1
1,  230
2,  19
3,  1
1,  230
2,  3
1,  230
2,  2
3,  1
1,  230
2,  19
3,  1
1,  230
2,  2
1,  230
1,  230
2,  11
1,  230
2,  12
3,  2
4,  1
1,  230
2,  11
3,  1
1,  230
2,  12
3,  2
4,  1
1,  230
2,  19
1,  230
2,  19
3,  1
1,  230
2,  6
1,  230
2,  11
3,  1
1,  230
2,  11
1,  40
2,  2
3,  1
1,  40
2,  9
3,  1
1,  40
2,  11
3,  1
1,  40
2,  11
3,  1
1,  40
2,  11
3,  1
1,  40
2,  2
1,  40
2,  9
3,  1
1,  40
2,  9
3,  1
1,  40
2,  2
3,  1
1,  40
2,  11
3,  1
1,  230
2,  23
3,  1
1,  230
2,  17
3,  3
4,  1
1,  230
2,  23
3,  1
1,  230
2,  41
3,  4
4,  1
1,  230
2,  41
3,  4
4,  1
1,  230
2,  39
3,  3
1,  230
2,  34
3,  6
4,  1
1,  230
2,  39
3,  3
4,  1
1,  230
2,  17
3,  3
4,  1
1,  230
2,  23
3,  2
4,  1
1,  84
2,  10
3,  2
1,  84
2,  8
3,  1
1,  84
2,  8
3,  1
1,  84
2,  8
3,  1
1,  84
2,  8
3,  4
4,  1
1,  84
2,  10
3,  2
1,  84
2,  10
3,  2
4,  1
1,  84
2,  10
3,  2
1,  84
2,  10
3,  2
4,  1
1,  84
2,  8
1,  230
2,  34
3,  2
4,  1
1,  230
2,  17
3,  1
1,  230
2,  23
3,  1
1,  230
2,  41
3,  4
4,  1
1,  230
2,  23
3,  1
1,  230
2,  23
3,  1
1,  230
2,  39
3,  2
4,  1
1,  230
2,  39
3,  2
4,  1
1,  230
2,  39
3,  10
4,  1
1,  230
2,  39
3,  10
4,  1
1,  230
2,  34
3,  2
1,  230
2,  19
3,  2
4,  1
1,  230
2,  6
3,  2
4,  1
1,  230
2,  39
3,  6
4,  2
1,  230
2,  19
3,  4
4,  1
1,  230
2,  34
3,  3
4,  1
1,  230
2,  34
3,  9
4,  1
1,  230
2,  12
3,  1
1,  230
2,  34
3,  3
1,  230
2,  17
3,  2
1,  230
2,  12
3,  1
1,  230
2,  34
3,  6
4,  1
1,  230
2,  39
3,  1
1,  230
2,  12
3,  1
1,  230
2,  19
3,  4
4,  1
1,  230
2,  39
3,  3
1,  230
2,  34
3,  1
1,  230
2,  19
3,  2
1,  230
2,  12
3,  1
1,  230
2,  34
3,  1
1,  20
2,  6
3,  1
1,  20
2,  8
3,  3
4,  2
1,  20
2,  6
3,  2
1,  20
2,  8
3,  1
1,  20
2,  8
3,  3
4,  2
5,  1
1,  20
2,  6
3,  1
1,  20
2,  8
3,  3
1,  20
2,  8
3,  3
4,  2
1,  20
2,  8
3,  3
1,  20
2,  8
3,  3
4,  2
5,  1
1,  40
2,  4
3,  2
1,  40
2,  4
1,  40
2,  9
1,  40
2,  4
3,  2
4,  1
1,  40
2,  4
3,  2
4,  1
1,  40
2,  1
1,  40
2,  1
1,  40
2,  9
3,  1
1,  40
2,  4
3,  2
1,  40
2,  1
1,  105
2,  10
3,  2
1,  105
2,  10
3,  2
4,  1
1,  105
2,  10
3,  2
4,  1
1,  105
2,  4
3,  1
1,  105
2,  10
3,  2
4,  1
1,  105
2,  17
3,  3
4,  1
1,  105
2,  28
3,  3
1,  105
2,  10
1,  105
2,  10
3,  1
1,  105
2,  10
3,  1
1,  105
2,  17
3,  3
1,  105
2,  14
3,  2
1,  105
2,  14
3,  2
4,  1
1,  105
2,  10
3,  3
1,  105
2,  4
3,  2
1,  105
2,  4
3,  1
1,  105
2,  10
3,  3
1,  105
2,  6
3,  2
4,  1
1,  105
2,  10
3,  3
1,  105
2,  10
3,  2
4,  1
1,  105
2,  10
3,  3
4,  1
1,  105
2,  1
1,  105
1,  105
2,  10
1,  105
2,  10
3,  1
1,  105
2,  10
3,  3
1,  105
2,  28
3,  1
1,  105
2,  2
1,  105
2,  6
3,  2
1,  105
2,  6
3,  2
4,  1
1,  105
2,  2
3,  1
1,  105
2,  10
3,  1
1,  105
2,  10
3,  3
1,  105
2,  1
1,  105
2,  10
3,  3
4,  1
1,  105
2,  10
3,  1
1,  105
1,  105
2,  10
3,  1
1,  105
2,  10
3,  3
4,  1
1,  105
2,  10
3,  1
1,  105
2,  14
3,  2
4,  1
1,  105
2,  14
3,  2
1,  105
2,  28
3,  3
4,  1
1,  105
2,  14
3,  2
4,  1
1,  105
2,  28
3,  3
4,  1
1,  105
2,  28
3,  2
1,  105
2,  14
3,  2
4,  1
1,  105
2,  28
3,  3
4,  1
1,  105
2,  28
3,  2
1,  105
2,  28
3,  3
4,  1
1,  230
2,  34
3,  3
1,  230
2,  34
3,  5
4,  1
1,  230
2,  39
3,  6
1,  230
2,  39
3,  2
1,  230
2,  39
3,  2
4,  1
1,  230
2,  41
3,  4
4,  1
1,  230
2,  23
3,  2
1,  230
2,  41
3,  4
4,  1
1,  230
2,  17
3,  3
1,  230
2,  39
3,  1
1,  230
2,  23
1,  230
2,  23
1,  230
2,  17
3,  2
4,  1
1,  230
2,  39
3,  3
1,  230
2,  39
3,  2
4,  1
1,  230
2,  41
3,  4
4,  1
1,  230
2,  41
3,  4
4,  1
1,  230
2,  39
3,  3
1,  230
2,  17
3,  3
4,  1
1,  230
2,  39
3,  3
4,  1
1,  182
2,  9
3,  3
4,  1
1,  182
2,  9
3,  3
4,  1
1,  182
2,  30
3,  1
1,  182
2,  9
3,  1
1,  182
2,  30
3,  1
1,  182
2,  30
3,  7
4,  1
1,  182
2,  9
3,  1
1,  182
2,  9
3,  1
1,  182
2,  9
3,  1
1,  182
2,  9
3,  1
1,  182
2,  18
3,  1
1,  182
2,  6
3,  3
1,  182
2,  14
3,  3
4,  1
1,  182
2,  6
3,  3
4,  1
1,  182
2,  6
3,  1
1,  182
2,  18
3,  1
1,  182
2,  18
3,  1
1,  182
2,  10
3,  2
1,  182
2,  18
3,  1
1,  182
2,  18
3,  1
1,  182
2,  18
3,  1
1,  182
2,  14
3,  2
1,  182
2,  18
3,  7
1,  182
2,  18
3,  7
1,  182
2,  14
3,  2
1,  182
2,  6
3,  1
1,  182
2,  6
3,  3
1,  182
2,  18
3,  7
1,  182
2,  18
3,  1
1,  182
2,  10
3,  2
4,  1
1,  105
2,  28
3,  1
1,  105
2,  28
3,  3
1,  105
2,  28
3,  1
1,  105
2,  28
3,  1
1,  105
2,  10
3,  1
1,  105
2,  28
3,  1
1,  105
2,  10
3,  1
1,  105
2,  10
3,  1
1,  105
2,  10
3,  2
1,  105
2,  28
3,  1
1,  230
2,  12
3,  1
1,  230
2,  39
3,  5
4,  1
1,  230
2,  12
3,  1
1,  230
2,  34
3,  4
4,  1
1,  230
2,  19
3,  4
4,  1
1,  230
2,  11
3,  3
4,  1
1,  230
2,  19
3,  5
1,  230
2,  39
3,  3
4,  1
1,  230
2,  34
3,  3
4,  2
1,  230
2,  19
3,  5
1,  230
2,  39
3,  3
4,  1
1,  230
2,  34
3,  3
1,  230
2,  34
3,  7
4,  3
5,  1
1,  230
2,  34
3,  4
4,  2
1,  230
2,  34
1,  230
2,  34
3,  6
1,  230
2,  34
3,  3
4,  1
1,  230
2,  19
3,  5
4,  1
1,  230
2,  19
3,  5
4,  1
1,  230
2,  34
3,  2
4,  1
1,  182
2,  14
3,  3
4,  1
1,  182
2,  6
3,  3
1,  182
2,  18
1,  182
2,  18
1,  182
2,  18
3,  7
4,  1
1,  182
2,  18
1,  182
2,  10
3,  1
1,  182
2,  18
3,  3
4,  1
1,  182
2,  6
3,  3
1,  182
2,  14
3,  3
4,  1
1,  182
2,  10
3,  2
1,  182
2,  18
3,  1
1,  182
2,  18
1,  182
2,  14
3,  3
4,  1
1,  182
2,  10
3,  1
1,  182
2,  14
3,  3
1,  182
2,  10
1,  182
2,  18
3,  3
4,  1
1,  182
2,  14
3,  3
4,  1
1,  182
2,  14
3,  3
4,  1
1,  182
2,  4
3,  1
1,  182
2,  3
3,  1
1,  182
2,  4
3,  2
1,  182
2,  4
3,  2
4,  1
1,  182
2,  4
3,  2
1,  182
2,  3
3,  1
1,  182
2,  4
3,  2
4,  1
1,  182
2,  3
3,  1
1,  182
2,  4
3,  2
1,  182
2,  3
3,  1
1,  105
2,  28
3,  3
1,  105
2,  28
3,  1
1,  105
2,  10
3,  3
4,  1
1,  105
2,  10
3,  1
1,  105
2,  10
3,  3
1,  105
2,  28
3,  3
4,  1
1,  105
2,  28
3,  3
4,  1
1,  105
2,  10
3,  3
1,  105
2,  10
3,  1
1,  105
2,  10
3,  2
1,  230
2,  39
3,  2
4,  1
1,  230
2,  19
3,  5
4,  1
1,  230
2,  17
3,  3
4,  1
1,  230
2,  19
3,  4
4,  1
1,  230
2,  34
3,  8
4,  1
1,  230
2,  39
3,  2
4,  1
1,  230
2,  34
3,  9
1,  230
2,  34
1,  230
2,  39
3,  6
4,  2
1,  230
2,  19
3,  5
4,  1
1,  230
2,  39
3,  3
4,  1
1,  230
2,  17
1,  230
2,  17
3,  3
4,  1
1,  230
2,  39
1,  230
2,  19
3,  4
4,  1
1,  230
2,  39
3,  3
4,  2
1,  230
2,  34
3,  2
1,  230
2,  12
1,  230
2,  34
3,  4
4,  1
1,  230
2,  34
3,  4
4,  2
5,  1
1,  182
2,  18
3,  1
1,  182
2,  14
3,  2
4,  1
1,  182
2,  18
3,  7
4,  1
1,  182
2,  6
3,  1
1,  182
2,  6
3,  3
4,  1
1,  182
2,  14
3,  3
1,  182
2,  14
3,  3
4,  1
1,  182
2,  10
3,  2
1,  182
2,  18
3,  7
4,  1
1,  182
2,  10
3,  1
1,  182
2,  4
1,  182
2,  4
3,  2
4,  1
1,  182
2,  4
3,  2
4,  1
1,  182
2,  4
1,  182
2,  4
3,  1
1,  182
2,  4
1,  182
2,  4
3,  2
4,  1
1,  182
2,  4
3,  2
1,  182
2,  3
3,  1
1,  182
2,  4
3,  2
4,  1
1,  182
2,  6
3,  1
1,  182
2,  18
1,  182
2,  18
3,  7
4,  1
1,  182
2,  6
3,  1
1,  182
2,  18
3,  7
4,  1
1,  182
2,  10
3,  2
4,  1
1,  182
2,  6
3,  1
1,  182
2,  18
3,  7
4,  1
1,  182
2,  14
3,  3
4,  1
1,  182
2,  18
3,  3
4,  1
1,  105
2,  14
3,  2
1,  105
2,  28
3,  2
1,  105
2,  28
3,  3
4,  1
1,  105
2,  28
3,  3
4,  1
1,  105
2,  14
3,  2
1,  105
2,  28
3,  3
4,  1
1,  105
2,  17
3,  2
1,  105
2,  28
3,  3
4,  1
1,  105
2,  17
3,  2
4,  1
1,  105
2,  28
3,  2
1,  84
2,  10
3,  3
4,  1
1,  84
2,  18
3,  2
1,  84
2,  10
1,  84
2,  18
3,  2
4,  1
1,  84
2,  10
3,  3
1,  84
2,  16
3,  3
4,  1
1,  84
2,  10
3,  1
1,  84
2,  16
3,  1
1,  84
2,  16
3,  1
1,  84
2,  16
3,  1
1,  84
2,  16
3,  3
1,  84
2,  18
3,  1
1,  84
2,  10
3,  3
1,  84
2,  10
3,  2
4,  1
1,  84
2,  10
3,  3
4,  1
1,  84
2,  16
3,  3
4,  1
1,  84
2,  10
3,  2
4,  1
1,  84
2,  16
3,  1
1,  84
2,  10
3,  1
1,  84
2,  18
3,  1
1,  230
2,  19
3,  1
1,  230
2,  3
3,  1
1,  230
2,  19
3,  2
1,  230
2,  12
3,  4
1,  230
2,  11
1,  230
2,  12
3,  4
4,  1
1,  230
2,  11
3,  1
1,  230
2,  6
3,  1
1,  230
2,  2
1,  230
2,  3
3,  1
1,  230
2,  17
3,  4
4,  1
1,  230
2,  11
3,  1
1,  230
2,  19
3,  1
1,  230
2,  39
3,  6
1,  230
2,  11
3,  1
1,  230
2,  6
3,  2
4,  1
1,  230
2,  39
3,  6
1,  230
2,  34
3,  6
4,  1
1,  230
2,  19
3,  1
1,  230
2,  19
3,  4
4,  1
1,  230
2,  19
3,  2
1,  230
2,  11
3,  1
1,  230
2,  11
3,  1
1,  230
2,  11
1,  230
2,  6
1,  230
2,  19
3,  2
4,  1
1,  230
2,  12
3,  4
4,  1
1,  230
2,  19
3,  1
1,  230
2,  3
3,  1
1,  230
2,  19
3,  1
1,  40
2,  2
3,  1
1,  40
2,  11
3,  3
4,  1
1,  40
2,  11
3,  3
4,  1
1,  40
2,  11
3,  1
1,  40
2,  2
1,  40
2,  11
3,  3
4,  1
1,  40
2,  2
3,  1
1,  40
2,  11
3,  1
1,  40
2,  2
1,  40
2,  11
3,  3
1,  230
2,  41
3,  4
4,  1
1,  230
2,  39
3,  10
1,  230
2,  34
3,  3
4,  1
1,  230
2,  39
3,  3
4,  1
1,  230
2,  39
3,  3
4,  1
1,  230
2,  34
3,  4
1,  230
2,  39
3,  3
1,  230
2,  17
3,  3
1,  230
2,  34
3,  5
4,  1
1,  230
2,  39
3,  3
1,  84
2,  10
3,  2
4,  1
1,  84
2,  4
3,  2
1,  84
2,  10
3,  2
4,  1
1,  84
2,  8
3,  2
1,  84
2,  10
3,  2
4,  1
1,  84
2,  10
3,  2
4,  1
1,  84
2,  8
1,  84
2,  10
3,  2
4,  1
1,  84
2,  8
3,  2
1,  84
2,  8
3,  2
1,  230
2,  34
3,  7
4,  2
1,  230
2,  34
3,  7
4,  2
5,  1
1,  230
2,  12
3,  1
1,  230
2,  17
3,  1
1,  230
2,  19
3,  2
1,  230
2,  17
3,  2
1,  230
2,  34
3,  6
1,  230
2,  17
3,  1
1,  230
2,  6
3,  2
4,  1
1,  230
2,  17
3,  1
1,  230
2,  17
3,  1
1,  230
2,  41
3,  4
1,  230
2,  23
3,  1
1,  230
2,  23
3,  1
1,  230
2,  34
3,  4
4,  1
1,  230
2,  17
3,  4
4,  1
1,  230
2,  23
3,  1
1,  230
2,  34
3,  7
4,  1
1,  230
2,  23
3,  1
1,  230
2,  34
3,  2
4,  1
1,  230
2,  19
3,  4
4,  1
1,  230
2,  17
3,  2
4,  1
1,  230
2,  39
3,  3
4,  1
1,  230
2,  12
3,  1
1,  230
2,  39
3,  1
1,  230
2,  12
3,  1
1,  230
2,  39
3,  1
1,  230
2,  34
3,  4
4,  1
1,  230
2,  34
3,  2
1,  230
2,  17
3,  2
1,  20
2,  8
3,  3
4,  2
1,  20
2,  6
3,  2
1,  20
2,  8
3,  3
1,  20
2,  8
3,  1
1,  20
2,  8
3,  3
4,  2
1,  20
2,  6
3,  2
4,  1
1,  20
2,  8
1,  20
2,  6
3,  2
1,  20
2,  8
3,  3
4,  2
5,  1
1,  20
2,  6
3,  1
1,  40
2,  9
3,  2
1,  40
2,  4
3,  2
4,  1
1,  40
2,  1
1,  40
2,  9
1,  40
2,  9
3,  2
1,  40
2,  1
1,  40
2,  1
1,  40
2,  9
1,  40
2,  9
3,  1
1,  40
2,  9
3,  1
1,  105
2,  10
1,  105
2,  28
3,  3
4,  1
1,  105
2,  10
3,  2
1,  105
2,  6
1,  105
2,  10
3,  2
4,  1
1,  105
2,  10
3,  2
4,  1
1,  105
2,  28
3,  2
4,  1
1,  105
2,  14
3,  3
4,  1
1,  105
2,  10
3,  3
1,  105
2,  10
1,  105
2,  6
1,  105
2,  1
1,  105
2,  10
3,  2
1,  105
2,  10
3,  3
4,  1
1,  105
2,  2
1,  105
2,  28
3,  1
1,  105
2,  6
3,  1
1,  105
2,  6
3,  2
4,  1
1,  105
2,  1
1,  105
2,  28
3,  3
4,  1
1,  105
2,  10
3,  2
4,  1
1,  105
2,  6
3,  2
1,  105
2,  6
3,  2
4,  1
1,  105
2,  14
3,  3
4,  1
1,  105
2,  14
3,  2
4,  1
1,  105
2,  14
3,  2
1,  105
2,  14
3,  3
4,  1
1,  105
2,  28
3,  6
4,  1
1,  105
2,  6
3,  2
4,  1
1,  105
2,  6
3,  2
4,  1
1,  105
2,  6
3,  1
1,  105
2,  10
3,  1
1,  105
2,  10
3,  2
4,  1
1,  105
2,  2
3,  1
1,  105
2,  2
1,  105
2,  2
1,  105
2,  10
3,  3
4,  1
1,  105
2,  10
3,  2
4,  1
1,  105
2,  28
3,  3
4,  1
1,  105
2,  10
3,  2
1,  105
2,  28
3,  1
1,  105
2,  28
3,  1
1,  105
2,  28
3,  3
4,  1
1,  105
2,  28
3,  1
1,  105
2,  28
3,  1
1,  105
2,  10
3,  3
4,  1
1,  105
2,  28
3,  1
1,  105
2,  28
3,  3
4,  1
1,  105
2,  14
3,  1
1,  105
2,  14
3,  1
1,  230
2,  11
3,  3
4,  1
1,  230
2,  34
3,  2
1,  230
2,  34
3,  3
4,  1
1,  230
2,  19
3,  5
1,  230
2,  11
3,  3
4,  1
1,  230
2,  19
3,  5
1,  230
2,  39
3,  6
4,  2
1,  230
2,  11
3,  3
4,  1
1,  230
2,  11
3,  3
4,  1
1,  230
2,  17
1,  230
2,  39
3,  3
4,  1
1,  230
2,  39
1,  230
2,  34
3,  9
1,  230
2,  12
3,  1
1,  230
2,  34
3,  4
1,  230
2,  19
3,  4
4,  1
1,  230
2,  39
3,  1
1,  230
2,  12
1,  230
2,  11
3,  3
4,  1
1,  230
2,  39
3,  3
4,  1
1,  182
2,  18
3,  1
1,  182
2,  18
3,  1
1,  182
2,  6
1,  182
2,  10
3,  2
4,  1
1,  182
2,  10
3,  2
1,  182
2,  18
3,  7
4,  1
1,  182
2,  14
3,  3
1,  182
2,  18
3,  7
4,  1
1,  182
2,  14
3,  3
1,  182
2,  14
3,  3
1,  182
2,  10
3,  2
4,  1
1,  182
2,  18
3,  7
4,  1
1,  182
2,  14
3,  3
4,  1
1,  182
2,  14
3,  3
1,  182
2,  14
3,  2
1,  182
2,  14
3,  3
4,  1
1,  182
2,  10
1,  182
2,  14
3,  2
1,  182
2,  18
3,  1
1,  182
2,  6
3,  1
1,  182
2,  4
3,  2
4,  1
1,  182
2,  4
3,  2
4,  1
1,  182
2,  4
3,  1
1,  182
2,  4
3,  2
1,  182
2,  3
1,  182
2,  4
1,  182
2,  3
3,  1
1,  182
2,  3
3,  1
1,  182
2,  3
3,  1
1,  182
1,  105
2,  28
3,  3
4,  1
1,  105
2,  14
3,  2
1,  105
2,  28
3,  3
4,  1
1,  105
2,  14
3,  2
1,  105
2,  17
1,  105
2,  28
3,  3
4,  1
1,  105
2,  28
3,  3
4,  1
1,  105
2,  14
3,  2
4,  1
1,  105
2,  14
3,  2
4,  1
1,  105
2,  28
3,  2
4,  1
1,  230
2,  39
3,  10
4,  1
1,  230
2,  41
3,  6
4,  1
1,  230
2,  39
3,  10
4,  1
1,  230
2,  34
3,  4
1,  230
2,  34
3,  4
4,  1
1,  230
2,  39
3,  6
4,  1
1,  230
2,  39
3,  2
1,  230
2,  41
3,  4
4,  1
1,  230
2,  34
3,  5
4,  1
1,  230
2,  41
3,  6
4,  1
1,  230
2,  17
3,  2
4,  1
1,  230
2,  39
3,  2
4,  1
1,  230
2,  39
3,  2
1,  230
2,  41
3,  4
1,  230
2,  34
3,  9
4,  3
1,  230
2,  39
3,  3
1,  230
2,  23
3,  2
1,  230
2,  39
3,  2
4,  1
1,  230
2,  41
3,  6
4,  1
1,  230
2,  23
3,  2
1,  182
2,  18
3,  7
1,  182
2,  18
3,  1
1,  182
2,  6
3,  1
1,  182
2,  18
3,  7
4,  1
1,  182
2,  18
3,  1
1,  182
2,  10
3,  1
1,  182
2,  6
1,  182
2,  10
3,  2
4,  1
1,  182
2,  14
3,  3
4,  1
1,  182
2,  18
3,  1
1,  182
2,  9
3,  1
1,  182
2,  30
3,  1
1,  182
2,  30
3,  3
4,  1
1,  182
2,  39
3,  1
1,  182
2,  9
3,  1
1,  182
2,  30
3,  1
1,  182
2,  9
3,  1
1,  182
2,  9
3,  1
1,  182
2,  9
3,  1
1,  182
2,  30
3,  7
4,  1
1,  182
2,  18
3,  7
4,  1
1,  182
2,  10
3,  2
4,  1
1,  182
2,  18
3,  1
1,  182
2,  14
3,  3
4,  1
1,  182
2,  18
3,  1
1,  182
2,  10
3,  2
4,  1
1,  182
2,  14
3,  3
4,  1
1,  182
2,  18
3,  7
4,  1
1,  182
2,  10
1,  182
2,  14
3,  3
4,  1
1,  105
2,  28
3,  2
4,  1
1,  105
2,  28
3,  3
1,  105
2,  10
3,  1
1,  105
2,  14
